Experiment Accession,Experiment Title,Organism Name,Instrument,Submitter,Study Accession,Study Title,Sample Accession,Sample Title,"Total Size, Mb",Total RUNs,Total Spots,Total Bases,Library Name,Library Strategy,Library Source,Library Selection
SRX972668,Whole-genome sequencing of Arabidopsis thaliana: Sample 8259,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887441,,3003.4,1,35926039,5460757928,8259,WGS,GENOMIC,RANDOM
SRX972667,Whole-genome sequencing of Arabidopsis thaliana: Sample 8258,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887443,,2603.34,1,29925766,4548716432,8258,WGS,GENOMIC,RANDOM
SRX972666,Whole-genome sequencing of Arabidopsis thaliana: Sample 8256,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887442,,2358.26,1,22640070,3441290640,8256,WGS,GENOMIC,RANDOM
SRX972665,Whole-genome sequencing of Arabidopsis thaliana: Sample 8249,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887447,,2299.58,1,22211698,3376178096,8249,WGS,GENOMIC,RANDOM
SRX972664,Whole-genome sequencing of Arabidopsis thaliana: Sample 8247,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887446,,1677.75,1,19704150,2995030800,8247,WGS,GENOMIC,RANDOM
SRX972663,Whole-genome sequencing of Arabidopsis thaliana: Sample 8246,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887449,,3637.19,1,27659883,5587296366,8246,WGS,GENOMIC,RANDOM
SRX972662,Whole-genome sequencing of Arabidopsis thaliana: Sample 8244,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887448,,3603.92,1,27385614,5531894028,8244,WGS,GENOMIC,RANDOM
SRX972661,Whole-genome sequencing of Arabidopsis thaliana: Sample 8243,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887453,,2474.45,1,18690981,3775578162,8243,WGS,GENOMIC,RANDOM
SRX972660,Whole-genome sequencing of Arabidopsis thaliana: Sample 8242,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887450,,2407.33,1,35238523,5356255496,8242,WGS,GENOMIC,RANDOM
SRX972659,Whole-genome sequencing of Arabidopsis thaliana: Sample 8241,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887451,,2804.77,1,31365016,4767482432,8241,WGS,GENOMIC,RANDOM
SRX972658,Whole-genome sequencing of Arabidopsis thaliana: Sample 8240,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887452,,1657.81,1,25446859,3867922568,8240,WGS,GENOMIC,RANDOM
SRX972657,Whole-genome sequencing of Arabidopsis thaliana: Sample 8239,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887456,,1205.67,1,9320576,1882756352,8239,WGS,GENOMIC,RANDOM
SRX972656,Whole-genome sequencing of Arabidopsis thaliana: Sample 8238,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887455,,3763.02,1,28191498,5694682596,8238,WGS,GENOMIC,RANDOM
SRX972655,Whole-genome sequencing of Arabidopsis thaliana: Sample 8237,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887454,,2985.54,1,21573702,4746214440,8237,WGS,GENOMIC,RANDOM
SRX972654,Whole-genome sequencing of Arabidopsis thaliana: Sample 8236,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887457,,2642.65,1,20755506,4192612212,8236,WGS,GENOMIC,RANDOM
SRX972653,Whole-genome sequencing of Arabidopsis thaliana: Sample 8235,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887458,,3099.05,1,24040494,4856179788,8235,WGS,GENOMIC,RANDOM
SRX972652,Whole-genome sequencing of Arabidopsis thaliana: Sample 8234,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887460,,4793.84,1,30887955,6177591000,8234,WGS,GENOMIC,RANDOM
SRX972651,Whole-genome sequencing of Arabidopsis thaliana: Sample 8233,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887459,,3505.63,1,27506368,5556286336,8233,WGS,GENOMIC,RANDOM
SRX972650,Whole-genome sequencing of Arabidopsis thaliana: Sample 8231,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887461,,2354.64,1,22559508,3429045216,8231,WGS,GENOMIC,RANDOM
SRX972649,Whole-genome sequencing of Arabidopsis thaliana: Sample 8230,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887462,,1766.47,1,28132307,4276110664,8230,WGS,GENOMIC,RANDOM
SRX972648,Whole-genome sequencing of Arabidopsis thaliana: Sample 8227,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887463,,5993.01,1,37056447,7411289400,8227,WGS,GENOMIC,RANDOM
SRX972647,Whole-genome sequencing of Arabidopsis thaliana: Sample 8222,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887464,,1673.42,1,19494106,2963104112,8222,WGS,GENOMIC,RANDOM
SRX972646,Whole-genome sequencing of Arabidopsis thaliana: Sample 8214,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887465,,1199.2,1,9502890,1919583780,8214,WGS,GENOMIC,RANDOM
SRX972645,Whole-genome sequencing of Arabidopsis thaliana: Sample 8171,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887467,,5093.15,1,37438732,7419126547,8171,WGS,GENOMIC,RANDOM
SRX972644,Whole-genome sequencing of Arabidopsis thaliana: Sample 8132,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887466,,1245.66,1,10202706,2040541200,8132,WGS,GENOMIC,RANDOM
SRX972643,Whole-genome sequencing of Arabidopsis thaliana: Sample 8077,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887468,,1140.31,1,9385344,1877068800,8077,WGS,GENOMIC,RANDOM
SRX972642,Whole-genome sequencing of Arabidopsis thaliana: Sample 8057,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887469,,5499.95,1,40843892,8113943875,8057,WGS,GENOMIC,RANDOM
SRX972641,Whole-genome sequencing of Arabidopsis thaliana: Sample 8037,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887470,,6024.64,1,45018479,8942465974,8037,WGS,GENOMIC,RANDOM
SRX972640,Whole-genome sequencing of Arabidopsis thaliana: Sample 7947,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887471,,1436.91,1,11805444,2361088800,7947,WGS,GENOMIC,RANDOM
SRX972639,Whole-genome sequencing of Arabidopsis thaliana: Sample 7917,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887472,,1186.31,1,9601866,1920373200,7917,WGS,GENOMIC,RANDOM
SRX972638,Whole-genome sequencing of Arabidopsis thaliana: Sample 7767,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887474,,5082.78,1,37157223,7375442060,7767,WGS,GENOMIC,RANDOM
SRX972637,Whole-genome sequencing of Arabidopsis thaliana: Sample 7757,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887473,,5022.12,1,37365298,7412533269,7757,WGS,GENOMIC,RANDOM
SRX972636,Whole-genome sequencing of Arabidopsis thaliana: Sample 7717,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887475,,2042.43,1,15546772,3109354400,7717,WGS,GENOMIC,RANDOM
SRX972635,Whole-genome sequencing of Arabidopsis thaliana: Sample 7568,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887476,,6708.49,1,48675298,9645889782,7568,WGS,GENOMIC,RANDOM
SRX972634,Whole-genome sequencing of Arabidopsis thaliana: Sample 7566,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887477,,6112.46,1,44902951,8889191828,7566,WGS,GENOMIC,RANDOM
SRX972633,Whole-genome sequencing of Arabidopsis thaliana: Sample 7530,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887480,,6140.59,1,44085175,8707713671,7530,WGS,GENOMIC,RANDOM
SRX972632,Whole-genome sequencing of Arabidopsis thaliana: Sample 7529,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887479,,5155.3,1,37102228,7327729834,7529,WGS,GENOMIC,RANDOM
SRX972631,Whole-genome sequencing of Arabidopsis thaliana: Sample 7525,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887478,,3228.08,1,24193840,4887155680,7525,WGS,GENOMIC,RANDOM
SRX972630,Whole-genome sequencing of Arabidopsis thaliana: Sample 7523,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887481,,828.38,1,6207421,1253899042,7523,WGS,GENOMIC,RANDOM
SRX972629,Whole-genome sequencing of Arabidopsis thaliana: Sample 7521,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887482,,5728.66,1,43991664,8886316128,7521,WGS,GENOMIC,RANDOM
SRX972628,Whole-genome sequencing of Arabidopsis thaliana: Sample 7520,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887484,,1562.14,1,12126035,2449459070,7520,WGS,GENOMIC,RANDOM
SRX972627,Whole-genome sequencing of Arabidopsis thaliana: Sample 7517,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887485,,1838.38,1,18602093,2678701392,7517,WGS,GENOMIC,RANDOM
SRX972626,Whole-genome sequencing of Arabidopsis thaliana: Sample 7516,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887483,,2137.44,1,20778295,3158300840,7516,WGS,GENOMIC,RANDOM
SRX972625,Whole-genome sequencing of Arabidopsis thaliana: Sample 7515,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887486,,1216.98,1,9647199,1948734198,7515,WGS,GENOMIC,RANDOM
SRX972624,Whole-genome sequencing of Arabidopsis thaliana: Sample 7514,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887487,,2076.88,1,15969671,3225873542,7514,WGS,GENOMIC,RANDOM
SRX972623,Whole-genome sequencing of Arabidopsis thaliana: Sample 7477,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887488,,1361.54,1,11194727,2238945400,7477,WGS,GENOMIC,RANDOM
SRX972622,Whole-genome sequencing of Arabidopsis thaliana: Sample 7475,Arabidopsis thaliana,unspecified,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887489,,6032.24,1,46062723,9102106968,7475,WGS,GENOMIC,RANDOM
SRX972621,Whole-genome sequencing of Arabidopsis thaliana: Sample 7471,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887490,,1177.7,1,9550897,1929281194,7471,WGS,GENOMIC,RANDOM
SRX972620,Whole-genome sequencing of Arabidopsis thaliana: Sample 7461,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887491,,2978.83,1,23385836,4723938872,7461,WGS,GENOMIC,RANDOM
SRX972619,Whole-genome sequencing of Arabidopsis thaliana: Sample 7460,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887492,,1223.86,1,9768197,1973175794,7460,WGS,GENOMIC,RANDOM
SRX972618,Whole-genome sequencing of Arabidopsis thaliana: Sample 7430,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887494,,1115.19,1,9012949,1820615698,7430,WGS,GENOMIC,RANDOM
SRX972617,Whole-genome sequencing of Arabidopsis thaliana: Sample 7427,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887493,,1303.83,1,10379035,2096565070,7427,WGS,GENOMIC,RANDOM
SRX972616,Whole-genome sequencing of Arabidopsis thaliana: Sample 7424,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887495,,950.32,1,7832270,1582118540,7424,WGS,GENOMIC,RANDOM
SRX972615,Whole-genome sequencing of Arabidopsis thaliana: Sample 7419,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887498,,2495.61,1,18454372,3727783144,7419,WGS,GENOMIC,RANDOM
SRX972614,Whole-genome sequencing of Arabidopsis thaliana: Sample 7418,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887496,,1128,1,9238671,1847734200,7418,WGS,GENOMIC,RANDOM
SRX972613,Whole-genome sequencing of Arabidopsis thaliana: Sample 7417,Arabidopsis thaliana,Illumina Genome Analyzer II,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887497,,1191.58,1,29831990,3042862980,7417,WGS,GENOMIC,RANDOM
SRX972612,Whole-genome sequencing of Arabidopsis thaliana: Sample 7416,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887499,,2169.05,1,16820931,3397828062,7416,WGS,GENOMIC,RANDOM
SRX972611,Whole-genome sequencing of Arabidopsis thaliana: Sample 7415,Arabidopsis thaliana,Illumina Genome Analyzer II,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887500,,1017.17,1,26384212,2691189624,7415,WGS,GENOMIC,RANDOM
SRX972610,Whole-genome sequencing of Arabidopsis thaliana: Sample 7413,Arabidopsis thaliana,Illumina Genome Analyzer II,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887502,,1331.51,1,32787867,3344362434,7413,WGS,GENOMIC,RANDOM
SRX972609,Whole-genome sequencing of Arabidopsis thaliana: Sample 7411,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887501,,1173.22,1,9547590,1928613180,7411,WGS,GENOMIC,RANDOM
SRX972608,Whole-genome sequencing of Arabidopsis thaliana: Sample 7404,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887503,,1202.09,1,9346984,1888090768,7404,WGS,GENOMIC,RANDOM
SRX972607,Whole-genome sequencing of Arabidopsis thaliana: Sample 7396,Arabidopsis thaliana,Illumina Genome Analyzer II,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887505,,1391.86,1,35114865,3581716230,7396,WGS,GENOMIC,RANDOM
SRX972606,Whole-genome sequencing of Arabidopsis thaliana: Sample 7394,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887504,,1483.66,1,11537790,2330633580,7394,WGS,GENOMIC,RANDOM
